"bonus","chain","co_owned","date","empft","emppt","firstinc","hrsopen","inctime","meals","ncalls","nmgrs","nregs","nregs11","observation","open","pctaff","pentree","pfry","psoda","region","sheet","special","state","status","type","wage_st","emptot","pct_fte","time","treated"
"no","kfc","yes",NA,20,10,0.37,13,4,"reduced price meals",3,8,4,2,"February 1992",10.5,10,2.34,0.85,1.06,"northj",421,NA,"New Jersey",NA,NA,4.62,33,60.6060606060606,0,1
"no","kfc","no",NA,0,7,0.25,11,NA,"reduced price meals",2,3,4,2,"February 1992",10,NA,2.34,0.85,1.06,"northj",422,NA,"New Jersey",NA,NA,4.75,6.5,0,0,1
"yes","kfc","yes",NA,2,10,0.5,12,13,"free meals",3,2,3,2,"February 1992",11,33,2.34,0.85,1.06,"northj",423,NA,"New Jersey",NA,NA,4.95,9,22.2222222222222,0,1
"no","kfc","yes",NA,3.5,6.5,0.25,11,13,"free meals",0,3,5,3,"February 1992",11,45,2.34,0.85,1.06,"northj",424,NA,"New Jersey",NA,NA,4.75,9.75,35.8974358974359,0,1
"no","roys","yes",NA,3,33,0.15,19,26,"reduced price meals",0,5,5,3,"February 1992",5,75,1.06,1.02,1.18,"northj",426,NA,"New Jersey",NA,NA,4.25,24.5,12.2448979591837,0,1
"no","wendys","no",NA,7,8,0.1,12.5,13,"reduced price meals",3,3,2,2,"February 1992",10.5,40,2.03,0.98,1.06,"northj",427,NA,"New Jersey",NA,NA,4.75,14,50,0,1
"no","wendys","no",NA,0,33,0.12,12.5,13,"reduced price meals",2,3,2,2,"February 1992",10.5,100,1.06,0.98,1.06,"northj",428,NA,"New Jersey",NA,NA,4.62,19.5,0,0,1
NA,"bk","no",1992-11-17,3.5,35,0.08,16.5,26,"reduced price meals",1,3,4,4,"November 1992",6.5,NA,0.94,NA,1.03,"phillypa",46,"yes","Pennsylvania","answered 2nd interview","phone",4.3,24,14.5833333333333,1,0
NA,"kfc","no",1992-11-12,0,15,0.05,13,13,"reduced price meals",NA,4,4,4,"November 1992",10,NA,2.35,0.89,1.01,"phillypa",49,"no","Pennsylvania","answered 2nd interview","phone",4.45,11.5,0,1,0
NA,"kfc","yes",1992-11-12,3,7,0.25,11,19,"free meals",NA,4,4,3,"November 1992",11,NA,2.33,0.74,0.95,"phillypa",506,NA,"Pennsylvania","answered 2nd interview","phone",5,10.5,28.5714285714286,1,0
NA,"wendys","yes",1992-11-14,0,36,0.15,12,26,"reduced price meals",NA,2,2,2,"November 1992",10,NA,0.87,0.79,0.92,"phillypa",56,"no","Pennsylvania","answered 2nd interview","phone",5.25,20,0,1,0
NA,"wendys","yes",1992-11-14,28,3,0.15,12,13,"reduced price meals",NA,6,2,2,"November 1992",10,NA,0.95,0.84,1.01,"phillypa",61,"no","Pennsylvania","answered 2nd interview","phone",4.75,35.5,78.8732394366197,1,0
NA,"wendys","yes",1992-11-14,NA,NA,NA,12,26,"reduced price meals",NA,NA,3,3,"November 1992",10,NA,1.79,0.84,NA,"phillypa",62,"no","Pennsylvania","answered 2nd interview","phone",NA,NA,NA,1,0
NA,"bk","no",1992-11-07,15,18,0.15,18,26,"reduced price meals",NA,5,3,3,"November 1992",6,NA,0.94,0.86,1.04,"eastonpa",445,"no","Pennsylvania","answered 2nd interview","phone",4.75,29,51.7241379310345,1,0
NA,"bk","no",1992-11-17,26,9,0.2,24,26,"reduced price meals",2,6,6,3,"November 1992",0,NA,0.94,0.84,1.11,"eastonpa",451,"no","Pennsylvania","answered 2nd interview","phone",5,36.5,71.2328767123288,1,0
NA,"kfc","yes",1992-11-12,3,12,0.25,11,13,"reduced price meals",NA,2,4,3,"November 1992",11,NA,2.32,0.84,0.94,"eastonpa",455,"no","Pennsylvania","answered 2nd interview","phone",5,11,27.2727272727273,1,0
NA,"kfc","yes",1992-11-17,2,9,0.25,10.5,13,"free meals",1,2,4,3,"November 1992",11,NA,2.32,0.73,0.9,"phillypa",458,"no","Pennsylvania","answered 2nd interview","phone",5,8.5,23.5294117647059,1,0
NA,"roys","yes",1992-12-22,1,25,0.2,12,13,"reduced price meals",1,4,6,3,"November 1992",9,NA,0.89,1.01,1.01,"eastonpa",462,"no","Pennsylvania","answered 2nd interview","personal",4.75,17.5,5.71428571428571,1,0
NA,"bk","no",1992-11-07,9,32,0.13,18,26,"reduced price meals",NA,4,4,3,"November 1992",6,NA,0.86,0.84,0.97,"eastonpa",468,"yes","Pennsylvania","answered 2nd interview","phone",5,29,31.0344827586207,1,0
NA,"bk","no",1992-11-16,7,39,0.23,18,41,"reduced price meals",1,4,3,3,"November 1992",6,NA,0.87,0.81,0.92,"eastonpa",469,"no","Pennsylvania","answered 2nd interview","phone",4.5,30.5,22.9508196721311,1,0
NA,"bk","no",1992-11-17,18,10,0.15,18,13,"reduced price meals",2,3,3,2,"November 1992",6,NA,0.94,0.84,1.03,"eastonpa",470,"yes","Pennsylvania","answered 2nd interview","phone",4.75,26,69.2307692307692,1,0
NA,"bk","no",1992-12-22,5,20,0,13,NA,"reduced price meals",1,3,3,2,"November 1992",8.5,NA,0.94,0.94,1.09,"eastonpa",474,"no","Pennsylvania","answered 2nd interview","personal",4.5,18,27.7777777777778,1,0
NA,"kfc","yes",1992-11-17,15,4,0.25,11,26,"reduced price meals",2,3,3,3,"November 1992",11,NA,2.53,0.73,0.74,"eastonpa",481,"yes","Pennsylvania","answered 2nd interview","phone",5,20,75,1,0
NA,"kfc","yes",1992-11-12,4,13,0.18,11,13,"free meals",NA,3,4,3,"November 1992",11,NA,2.33,0.74,0.95,"eastonpa",483,"no","Pennsylvania","answered 2nd interview","phone",4.75,13.5,29.6296296296296,1,0
NA,"roys","yes",1992-11-11,6,20,0.1,11,26,"reduced price meals",NA,3,6,1,"November 1992",10.5,NA,0.94,1.01,1.05,"eastonpa",487,"no","Pennsylvania","answered 2nd interview","phone",4.75,19,31.5789473684211,1,0
NA,"roys","no",1992-11-11,5,15,0.13,15,26,"reduced price meals",NA,3,5,3,"November 1992",7,NA,0.94,1.01,1.01,"eastonpa",488,"no","Pennsylvania","answered 2nd interview","phone",4.75,15.5,32.258064516129,1,0
NA,"roys","no",1992-11-18,2,19,0.13,11.5,26,"reduced price meals",2,3,6,3,"November 1992",10,NA,1.05,1.01,1.01,"eastonpa",489,"no","Pennsylvania","answered 2nd interview","phone",4.25,14.5,13.7931034482759,1,0
NA,"roys","yes",1992-11-16,2,18,0.28,16,26,"reduced price meals",1,3,5,3,"November 1992",6,NA,1.05,1.01,1.01,"eastonpa",490,"no","Pennsylvania","answered 2nd interview","phone",5,14,14.2857142857143,1,0
NA,"roys","yes",1992-11-11,0,30,0.25,16,13,"reduced price meals",NA,4,3,3,"November 1992",6,NA,0.84,1.01,1.02,"phillypa",493,"no","Pennsylvania","answered 2nd interview","phone",4.9,19,0,1,0
NA,"roys","no",1992-11-11,8,20,0.25,16,26,"reduced price meals",NA,3,5,3,"November 1992",6,NA,1.01,1.01,0.96,"eastonpa",495,"yes","Pennsylvania","answered 2nd interview","phone",5,21,38.0952380952381,1,0
NA,"roys","yes",1992-11-11,10,10,0.18,16,19,"reduced price meals",NA,3,NA,NA,"November 1992",6,NA,0.89,1.01,1.01,"eastonpa",496,"no","Pennsylvania","answered 2nd interview","phone",4.75,18,55.5555555555556,1,0
NA,"wendys","yes",1992-11-14,0,31,0.1,12,26,"reduced price meals",1,5,2,2,"November 1992",10,NA,0.94,0.69,0.9,"eastonpa",499,"yes","Pennsylvania","answered 2nd interview","phone",5,20.5,0,1,0
NA,"roys","yes",1992-11-11,5.5,10,0.2,15.5,26,"reduced price meals",NA,3,3,2,"November 1992",6.5,NA,0.94,1.01,1,"eastonpa",509,"no","Pennsylvania","answered 2nd interview","phone",4.25,13.5,40.7407407407407,1,0
NA,"roys","yes",1992-11-11,5,19,0.18,16,13,"reduced price meals",NA,3,5,4,"November 1992",6,NA,0.94,1.01,1.01,"eastonpa",515,"no","Pennsylvania","answered 2nd interview","phone",4.75,17.5,28.5714285714286,1,0
NA,"bk","no",1992-11-10,6,25,0.18,16.5,52,"reduced price meals",NA,7,6,3,"November 1992",6.5,NA,0.86,0.84,0.98,"phillypa",37,"no","Pennsylvania","answered 2nd interview","phone",4.25,25.5,23.5294117647059,1,0
NA,"bk","no",1992-11-17,5,15,NA,16.5,NA,"reduced price meals",NA,3,4,2,"November 1992",6.5,NA,0.63,NA,1.05,"phillypa",39,"no","Pennsylvania","answered 2nd interview","phone",NA,15.5,32.258064516129,1,0
NA,"bk","no",1992-11-10,7,25,0.13,17.5,8,"reduced price meals",NA,6,3,2,"November 1992",6.5,NA,0.87,0.82,0.98,"phillypa",40,"no","Pennsylvania","answered 2nd interview","phone",4.25,25.5,27.4509803921569,1,0
NA,"bk","no",1992-11-18,0,42,NA,17.5,NA,"reduced price meals",2,6,3,2,"November 1992",6.5,NA,0.91,0.78,0.94,"phillypa",41,"no","Pennsylvania","answered 2nd interview","phone",4.25,27,0,1,0
NA,"bk","no",1992-11-17,0,22,0.25,16.5,26,"reduced price meals",1,5,3,2,"November 1992",6.5,NA,NA,NA,0.94,"phillypa",42,"no","Pennsylvania","answered 2nd interview","phone",4.25,16,0,1,0
NA,"bk","no",1992-11-10,11,12,0.15,17.5,26,"both free and reduced price meals",NA,2,3,3,"November 1992",6.5,NA,0.86,0.75,0.98,"phillypa",45,"no","Pennsylvania","answered 2nd interview","phone",4.25,19,57.8947368421053,1,0
NA,"bk","no",1992-11-10,0,45,NA,18,NA,"reduced price meals",NA,2,3,NA,"November 1992",6,NA,0.86,0.86,1.05,"phillypa",47,"no","Pennsylvania","answered 2nd interview","phone",4.25,24.5,0,1,0
NA,"bk","no",1992-11-10,7.5,25,0.25,14,13,"both free and reduced price meals",NA,5,4,3,"November 1992",7,NA,0.87,0.79,0.98,"phillypa",48,"yes","Pennsylvania","answered 2nd interview","phone",4.38,25,30,1,0
NA,"kfc","no",1992-11-12,4,20,0.1,13,13,"reduced price meals",NA,3,4,3,"November 1992",10,NA,2.35,0.89,1.01,"phillypa",50,"no","Pennsylvania","answered 2nd interview","phone",4.75,17,23.5294117647059,1,0
NA,"kfc","no",1992-11-17,6,15,NA,13,NA,"reduced price meals",2,3,5,3,"November 1992",10,NA,2.35,0.89,1,"phillypa",51,"no","Pennsylvania","answered 2nd interview","phone",4.25,16.5,36.3636363636364,1,0
NA,"wendys","yes",1992-11-14,7,18,0.13,12,26,"reduced price meals",1,4,2,2,"November 1992",10,NA,0.9,0.78,1.01,"phillypa",57,"yes","Pennsylvania","answered 2nd interview","phone",4.5,20,35,1,0
NA,"wendys","yes",1992-11-14,0,28,0.08,12,26,"reduced price meals",2,4,2,2,"November 1992",10,NA,0.94,0.84,1.04,"phillypa",58,"yes","Pennsylvania","answered 2nd interview","phone",4.5,18,0,1,0
NA,"wendys","no",1992-11-14,0,16,0.1,10.5,26,"free meals",1,4,2,2,"November 1992",7.5,NA,0.86,0.84,1.01,"phillypa",59,"no","Pennsylvania","answered 2nd interview","phone",4.25,12,0,1,0
NA,"wendys","no",1992-11-17,10,20,0.25,12,4,"free meals",2,5,2,2,"November 1992",10,NA,0.86,0.84,0.98,"phillypa",60,"no","Pennsylvania","answered 2nd interview","phone",4.25,25,40,1,0
NA,"kfc","yes",1992-11-14,1,14,0.3,11,4,"free meals",NA,3,4,3,"November 1992",11,NA,2.53,0.84,0.95,"eastonpa",407,"no","Pennsylvania","answered 2nd interview","phone",4.25,11,9.09090909090909,1,0
NA,"bk","no",1992-11-07,0,48,0.13,16,26,"reduced price meals",NA,3,3,3,"November 1992",7,NA,0.75,0.73,0.91,"phillypa",430,"no","Pennsylvania","answered 2nd interview","phone",4.25,27,0,1,0
NA,"bk","no",1992-11-07,25,10,0.2,16,26,"reduced price meals",1,4,3,1,"November 1992",7,NA,0.79,0.74,0.94,"phillypa",432,"no","Pennsylvania","answered 2nd interview","phone",5.05,34,73.5294117647059,1,0
NA,"bk","no",1992-12-30,0,42,NA,16,NA,"reduced price meals",6,4,3,3,"November 1992",7,NA,0.74,0.74,0.94,"phillypa",433,"no","Pennsylvania","answered 2nd interview","personal",NA,25,0,1,0
NA,"bk","no",1992-11-16,19,29,NA,16,NA,"reduced price meals",NA,4,3,3,"November 1992",7,NA,0.8,0.8,0.95,"phillypa",434,"no","Pennsylvania","answered 2nd interview","phone",4.25,37.5,50.6666666666667,1,0
NA,"bk","no",1992-11-07,0,32,0.15,15.5,6,"reduced price meals",NA,5,3,2,"November 1992",6.5,NA,0.79,0.74,0.94,"phillypa",435,"yes","Pennsylvania","answered 2nd interview","phone",4.25,21,0,1,0
NA,"kfc","no",1992-11-12,2,9,0.05,9,52,"reduced price meals",NA,3,2,1,"November 1992",11,NA,2.43,0.84,0.95,"phillypa",438,"no","Pennsylvania","answered 2nd interview","phone",4.25,9.5,21.0526315789474,1,0
NA,"wendys","no",1992-11-13,0,30,NA,11.5,NA,"reduced price meals",NA,3,2,2,"November 1992",10.5,NA,1.8,0.8,1,"phillypa",440,"no","Pennsylvania","answered 2nd interview","phone",NA,18,0,1,0
NA,"wendys","no",1992-11-13,0,30,0.25,11.5,4,"reduced price meals",NA,3,2,2,"November 1992",10.5,NA,1.81,0.8,1,"phillypa",441,"no","Pennsylvania","answered 2nd interview","phone",4.25,18,0,1,0
NA,"wendys","no",1992-11-13,5,20,0.18,11.5,17,"reduced price meals",NA,4,2,2,"November 1992",10.5,NA,1.81,0.8,1,"phillypa",443,"no","Pennsylvania","answered 2nd interview","phone",4.35,19,26.3157894736842,1,0
NA,"wendys","no",1992-11-13,10,35,0.3,11.5,4,"reduced price meals",NA,4,2,2,"November 1992",10.5,NA,0.79,NA,0.89,"phillypa",444,"no","Pennsylvania","answered 2nd interview","phone",4.5,31.5,31.7460317460317,1,0
NA,"bk","no",1992-11-07,7,24,0.25,18,4,"reduced price meals",NA,4,4,3,"November 1992",6,NA,0.91,0.84,0.97,"eastonpa",446,"yes","Pennsylvania","answered 2nd interview","phone",5,23,30.4347826086957,1,0
NA,"bk","no",1992-11-18,8,27,0.25,18,13,"reduced price meals",1,3,3,3,"November 1992",6,NA,0.87,0.83,0.96,"eastonpa",448,"no","Pennsylvania","answered 2nd interview","phone",4.5,24.5,32.6530612244898,1,0
NA,"bk","no",1992-11-07,15,15,0.25,18,52,"reduced price meals",NA,5,3,3,"November 1992",6,NA,0.73,0.84,0.97,"eastonpa",449,"no","Pennsylvania","answered 2nd interview","phone",5,27.5,54.5454545454545,1,0
NA,"bk","no",1992-11-18,27.5,8,0.25,18,13,"reduced price meals",2,3,3,3,"November 1992",6,NA,0.86,0.84,0.91,"eastonpa",450,"yes","Pennsylvania","answered 2nd interview","phone",4.75,34.5,79.7101449275362,1,0
NA,"kfc","yes",1992-11-12,0,18,0.25,11,13,"free meals",NA,5,4,3,"November 1992",11,NA,2.64,0.73,0.94,"eastonpa",454,"no","Pennsylvania","answered 2nd interview","phone",5,14,0,1,0
NA,"roys","yes",1992-12-22,0,20,0.15,15,28,"reduced price meals",1,5,4,2,"November 1992",7,NA,0.89,1.01,1.01,"eastonpa",459,"yes","Pennsylvania","answered 2nd interview","personal",4.35,15,0,1,0
NA,"wendys","no",1992-11-18,14,12,NA,11.5,52,"free meals",5,3,2,2,"November 1992",10.5,NA,NA,NA,0.94,"eastonpa",466,"no","Pennsylvania","answered 2nd interview","phone",NA,23,60.8695652173913,1,0
NA,"bk","no",1992-11-16,12,23,0.15,18,26,"reduced price meals",NA,3,3,1,"November 1992",6,NA,0.91,0.86,0.97,"eastonpa",471,"no","Pennsylvania","answered 2nd interview","phone",4.25,26.5,45.2830188679245,1,0
NA,"bk","no",1992-11-07,8,25,0.18,17,13,"reduced price meals",NA,3,3,3,"November 1992",6,NA,0.91,0.84,0.96,"eastonpa",472,"no","Pennsylvania","answered 2nd interview","phone",4.9,23.5,34.0425531914894,1,0
NA,"bk","no",1992-11-17,26,15,0.13,17,19,"reduced price meals",1,2,3,3,"November 1992",6,NA,0.86,0.84,0.97,"eastonpa",473,"no","Pennsylvania","answered 2nd interview","phone",4.5,35.5,73.2394366197183,1,0
NA,"bk","no",1992-11-07,10,16,0.15,15,26,"free meals",NA,3,3,3,"November 1992",7,NA,0.9,0.94,1.02,"eastonpa",475,"no","Pennsylvania","answered 2nd interview","phone",4.5,21,47.6190476190476,1,0
NA,"bk","no",1992-11-17,5,30,0.2,18,52,"reduced price meals",1,3,3,3,"November 1992",6,NA,1.18,0.84,0.96,"phillypa",476,"no","Pennsylvania","answered 2nd interview","phone",4.75,23,21.7391304347826,1,0
NA,"bk","no",1992-11-07,6,20,0.5,17,26,"reduced price meals",NA,4,3,3,"November 1992",6,NA,0.89,0.84,0.96,"eastonpa",477,"no","Pennsylvania","answered 2nd interview","phone",6.25,20,30,1,0
NA,"bk","no",1992-12-22,8,30,0.25,18,13,"reduced price meals",1,4,3,2,"November 1992",6,NA,0.91,0.88,1.01,"phillypa",478,"no","Pennsylvania","answered 2nd interview","personal",4.35,27,29.6296296296296,1,0
NA,"kfc","yes",1992-11-12,4,12,NA,11,19,"reduced price meals",NA,3,4,3,"November 1992",11,NA,2.32,0.73,1.01,"eastonpa",485,"no","Pennsylvania","answered 2nd interview","phone",4.5,13,30.7692307692308,1,0
NA,"roys","no",1992-12-30,0,0,NA,NA,NA,NA,3,0,NA,NA,"November 1992",NA,NA,NA,NA,NA,"eastonpa",491,NA,"Pennsylvania","closed permanently","personal",NA,0,NA,1,0
NA,"roys","yes",1992-11-11,4,15,0.1,12.5,19,"reduced price meals",NA,2,2,1,"November 1992",9,NA,1.05,1.11,1.11,"eastonpa",492,"no","Pennsylvania","answered 2nd interview","phone",4.5,13.5,29.6296296296296,1,0
NA,"wendys","yes",1992-11-13,NA,NA,NA,12,NA,"reduced price meals",NA,5,2,2,"November 1992",10,NA,0.79,0.9,1.01,"eastonpa",497,"no","Pennsylvania","answered 2nd interview","phone",NA,NA,NA,1,0
NA,"wendys","yes",1992-11-17,21,5.5,NA,12,26,"reduced price meals",2,3,2,2,"November 1992",10,NA,0.9,0.84,0.98,"eastonpa",498,"yes","Pennsylvania","answered 2nd interview","phone",5,26.75,78.5046728971963,1,0
NA,"bk","no",1992-11-17,30,15,0.35,18,4,"free meals",2,6,3,3,"November 1992",6,NA,0.91,0.91,1.03,"eastonpa",501,"yes","Pennsylvania","answered 2nd interview","phone",4.75,43.5,68.9655172413793,1,0
NA,"bk","no",1992-11-07,35,6.5,0.15,18,13,"reduced price meals",NA,3,3,3,"November 1992",6,NA,1,0.84,0.97,"eastonpa",503,"no","Pennsylvania","answered 2nd interview","phone",4.5,41.25,84.8484848484848,1,0
NA,"roys","yes",1992-11-18,2.5,17.5,NA,15,13,"reduced price meals",2,3,5,3,"November 1992",7,NA,NA,1.01,1.05,"eastonpa",510,"yes","Pennsylvania","answered 2nd interview","phone",NA,14.25,17.5438596491228,1,0
NA,"roys","yes",1992-11-11,3,13,NA,15,NA,"reduced price meals",NA,3,6,2,"November 1992",7,NA,0.89,1.01,1.01,"eastonpa",511,"no","Pennsylvania","answered 2nd interview","phone",4.75,12.5,24,1,0
NA,"roys","no",1992-11-11,23,16,0.2,16,10,"reduced price meals",1,3,6,4,"November 1992",6,NA,1.05,0.95,0.95,"eastonpa",514,"no","Pennsylvania","answered 2nd interview","phone",4.25,34,67.6470588235294,1,0
NA,"roys","yes",1992-11-16,2,12,0.18,14,14,"reduced price meals",NA,2,5,3,"November 1992",8,NA,0.89,0.95,1.01,"eastonpa",516,"yes","Pennsylvania","answered 2nd interview","phone",4.91,10,20,1,0
NA,"bk","no",1992-11-07,0,12,0.13,16,13,"reduced price meals",NA,8,4,2,"November 1992",7,NA,0.89,0.84,0.41,"phillypa",521,"yes","Pennsylvania","answered 2nd interview","phone",4.4,14,0,1,0
NA,"bk","no",1992-11-07,3,23,0.15,16,26,"both free and reduced price meals",NA,3,3,3,"November 1992",7,NA,0.95,0.74,1,"phillypa",522,"no","Pennsylvania","answered 2nd interview","phone",4.25,17.5,17.1428571428571,1,0
NA,"bk","no",1992-11-10,2,40,0.28,16,26,"reduced price meals",NA,5,3,2,"November 1992",7,NA,0.98,0.9,1.05,"centralj",113,"yes","New Jersey","answered 2nd interview","phone",5.05,27,7.40740740740741,1,1
NA,"bk","no",1992-11-10,5,25,0.15,14,26,"both free and reduced price meals",NA,4,3,2,"November 1992",7.5,NA,1,0.94,1.05,"centralj",123,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,23.2558139534884,1,1
NA,"roys","no",1992-11-16,8,24,0.25,11.5,NA,"reduced price meals",NA,3,5,3,"November 1992",10,NA,1.05,1.06,1.16,"centralj",135,"no","New Jersey","answered 2nd interview","phone",5.05,23,34.7826086956522,1,1
NA,"roys","yes",1992-11-16,2,33,0.2,11.5,26,"reduced price meals",NA,3,6,4,"November 1992",10,NA,0.94,1.01,1.21,"northj",138,"no","New Jersey","answered 2nd interview","phone",5.05,21.5,9.30232558139535,1,1
NA,"bk","no",1992-11-10,26.5,10,0.15,17,26,"reduced price meals",NA,3,3,2,"November 1992",7,NA,0.95,0.95,1.05,"northj",153,"no","New Jersey","answered 2nd interview","phone",5.05,34.5,76.8115942028985,1,1
NA,"kfc","no",1992-11-11,1,15,0.25,11,NA,"free meals",NA,2,3,2,"November 1992",10.5,NA,2.49,0.9,0.95,"northj",181,"no","New Jersey","answered 2nd interview","phone",5.05,10.5,9.52380952380952,1,1
NA,"wendys","no",1992-11-17,0,25,0.25,12,6,"reduced price meals",1,4,2,2,"November 1992",10.5,NA,1.05,0.94,1.02,"northj",191,"yes","New Jersey","answered 2nd interview","phone",5.05,16.5,0,1,1
NA,"bk","no",1992-11-10,16,6,0.25,16,4,"free meals",NA,4,3,1,"November 1992",7,NA,0.95,0.95,0.9,"northj",231,"no","New Jersey","answered 2nd interview","phone",5.05,23,69.5652173913043,1,1
NA,"bk","no",1992-11-17,23,22,0.28,18,8,"free meals",2,4,4,3,"November 1992",7,NA,0.99,1.01,1.1,"northj",236,"yes","New Jersey","answered 2nd interview","phone",5.05,38,60.5263157894737,1,1
NA,"wendys","no",1992-11-14,28,10,0.2,15,8,"free meals",1,3,2,2,"November 1992",7,NA,1.05,0.85,1,"southj",254,"yes","New Jersey","answered 2nd interview","phone",5.25,36,77.7777777777778,1,1
NA,"wendys","no",1992-11-13,8,12,0.14,14,52,"free meals",NA,2,2,2,"November 1992",7,NA,2.11,0.85,1,"southj",255,"no","New Jersey","answered 2nd interview","phone",NA,16,50,1,1
NA,"bk","no",1992-11-09,0,35,0.2,16,26,"reduced price meals",NA,3,3,2,"November 1992",7,NA,0.94,0.94,1.05,"northj",294,"no","New Jersey","answered 2nd interview","phone",5.05,20.5,0,1,1
NA,"roys","yes",1992-11-17,6,20,0.23,18,26,"reduced price meals",1,3,NA,2,"November 1992",6,NA,1.05,1.05,1.11,"northj",306,"no","New Jersey","answered 2nd interview","phone",5.05,19,31.5789473684211,1,1
NA,"wendys","no",1992-11-13,35,30,0.2,11.5,NA,"reduced price meals",NA,3,2,2,"November 1992",10.5,NA,1.05,0.95,1.01,"northj",311,"no","New Jersey","answered 2nd interview","phone",5.05,53,66.0377358490566,1,1
NA,"bk","no",1992-11-09,4.5,20,0.08,16,8,"reduced price meals",NA,2,3,2,"November 1992",7,NA,0.87,0.84,1.05,"southj",315,"no","New Jersey","answered 2nd interview","phone",5.05,16.5,27.2727272727273,1,1
NA,"bk","yes",1992-11-18,7,13,0.13,17,26,"free meals",3,3,5,2,"November 1992",6,NA,0.94,0.94,1.05,"southj",335,"no","New Jersey","answered 2nd interview","phone",5.05,16.5,42.4242424242424,1,1
NA,"bk","yes",1992-11-17,30,20,0.08,18.5,8,"reduced price meals",1,5,4,3,"November 1992",6.5,NA,1.04,1.05,1.06,"northj",372,"no","New Jersey","answered 2nd interview","phone",5.05,45,66.6666666666667,1,1
NA,"roys","yes",1992-11-17,5,2,0.15,8,13,"free meals",1,2,4,2,"November 1992",10,NA,2.23,1.01,1.11,"centralj",6,"no","New Jersey","answered 2nd interview","phone",5.05,8,62.5,1,1
NA,"kfc","no",1992-11-05,4,17,0.25,11,13,"reduced price meals",NA,3,6,3,"November 1992",11,NA,2.6,0.94,1.05,"centralj",14,"yes","New Jersey","answered 2nd interview","phone",5.05,15.5,25.8064516129032,1,1
NA,"bk","no",1992-11-17,10,20,NA,16,NA,"reduced price meals",2,4,5,4,"November 1992",7,NA,0.94,0.94,1.01,"northj",26,"no","New Jersey","answered 2nd interview","phone",5.05,24,41.6666666666667,1,1
NA,"kfc","yes",1992-11-12,0,7,0.25,10,26,"free meals",NA,4,4,3,"November 1992",11,NA,2.53,0.84,1.05,"centralj",27,"no","New Jersey","answered 2nd interview","phone",5.05,7.5,0,1,1
NA,"kfc","no",1992-11-12,4,3,0.25,10,19,"free meals",NA,2,2,2,"November 1992",11,NA,2.69,0.92,0.94,"northj",30,"yes","New Jersey","answered 2nd interview","phone",5.05,7.5,53.3333333333333,1,1
NA,"kfc","no",1992-11-14,6,15,0.25,12.5,26,"free meals",3,5,4,4,"November 1992",10.5,NA,2.64,1.05,1,"centralj",31,"no","New Jersey","answered 2nd interview","phone",5.05,18.5,32.4324324324324,1,1
NA,"roys","no",1992-11-13,6,11,0.2,17,NA,"reduced price meals",NA,5,4,2,"November 1992",6,NA,1.05,1.06,1.11,"northj",33,"no","New Jersey","answered 2nd interview","phone",5.05,16.5,36.3636363636364,1,1
NA,"wendys","no",1992-11-14,10,35,0.15,12.5,26,"reduced price meals",NA,6,2,2,"November 1992",10.5,NA,1.19,0.89,0.95,"centralj",36,"yes","New Jersey","answered 2nd interview","phone",5.05,33.5,29.8507462686567,1,1
NA,"roys","no",1992-11-19,4,60,0.15,19,52,"reduced price meals",4,3,6,2,"November 1992",6,NA,1.05,1.06,1.06,"northj",77,"no","New Jersey","answered 2nd interview","phone",5.05,37,10.8108108108108,1,1
NA,"roys","yes",1992-11-13,10,12,0.1,16,26,"reduced price meals",NA,2,5,3,"November 1992",7,NA,1.05,1.01,1.11,"northj",78,"no","New Jersey","answered 2nd interview","phone",5.05,18,55.5555555555556,1,1
NA,"wendys","no",1992-12-15,0,45,NA,11.5,NA,"reduced price meals",3,4,2,1,"November 1992",10.5,NA,2.07,0.98,1.11,"northj",81,"yes","New Jersey","answered 2nd interview","personal",5.05,26.5,0,1,1
NA,"wendys","no",1992-11-14,25,8,0.18,13.5,13,"reduced price meals",NA,4,2,2,"November 1992",10.5,NA,1.05,0.98,1.11,"northj",82,"yes","New Jersey","answered 2nd interview","phone",5.05,33,75.7575757575758,1,1
NA,"wendys","no",1992-11-17,NA,NA,0.5,14,26,"reduced price meals",2,4,2,2,"November 1992",10,NA,0.99,0.89,1.11,"northj",83,"no","New Jersey","answered 2nd interview","phone",5.05,NA,NA,1,1
NA,"bk","no",1992-11-16,0,35,0.18,12.5,26,"free meals",NA,3,5,1,"November 1992",9,NA,1.05,1.01,1.11,"centralj",85,"no","New Jersey","answered 2nd interview","phone",5.05,20.5,0,1,1
NA,"bk","yes",1992-11-10,6,25,0.63,16,4,"reduced price meals",NA,6,3,3,"November 1992",7,NA,1.05,1.01,1.11,"centralj",89,"no","New Jersey","answered 2nd interview","phone",5.5,24.5,24.4897959183673,1,1
NA,"kfc","no",1992-11-12,2,20,0.25,10,52,"free meals",NA,4,3,NA,"November 1992",11,NA,2.53,0.79,1.05,"centralj",94,"no","New Jersey","answered 2nd interview","phone",5.05,16,12.5,1,1
NA,"wendys","no",1992-11-14,NA,NA,NA,12.5,13,"reduced price meals",2,2,2,2,"November 1992",10.5,NA,1.26,0.84,1.05,"northj",103,"no","New Jersey","answered 2nd interview","phone",5.05,NA,NA,1,1
